event_id,continent,country,location,event_name,event_date,event_summary,source_url,latitude,longitude,fire_type,building_use,building_height_or_floors,affected_floors,building_age_status,deaths,injuries,evacuated,cause,fire_spread,urban_fire_resilience_gap,impact,event_year,source_domain,source_grade,city_label_en,building_use_group,building_height_m_reported,building_storeys_reported,external_trigger,arson_trigger,construction_related,facade_fire,valid_geocode,possible_duplicate,analysis_extended,analysis_core,cohort_reason,source_file_sha256,legacy_match_key,population_count_2020_1km_cell,population_density_2020_per_km2,heatwave_days_7d,heatwave_degree_days_c,heatwave_max_t2m_c,heatwave_p90_t2m_c,heatwave_score_0_100,gee_enrichment_status,tmax_percentile_0_100,ghsl_built_surface_m2_1km,ghsl_built_volume_m3_1km,ghsl_mean_building_height_m_1km,ghsl_urbanisation_code_2020,era5_sampling_radius_km,metric_provenance,iso3,context_year,context_year_lag,gdp_per_capita_ppp_constant_2021,urban_population_percent,electricity_access_percent,national_population,ctif_population_thousands,ctif_fire_stations_per_100k,ctif_fire_engines_per_100k,ctif_ladders_per_100k,ctif_career_firefighters_per_100k,ctif_total_firefighters_per_100k,ctif_volunteer_share_percent,ctif_reference_period,ctif_source_page_pdf,ctif_source_file_sha256
HRF-0011,亚洲,Iraq,Baghdad,Al Rasheed Hotel fire,2003-12-26,Al Rasheed Hotel高层建筑火灾；建筑高度记录为 59.4 m。死亡人数：1。Twenty-eight 68 mm and 85 mm Katyusha rockets were fired at and struck the hotel,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings,33.34058,44.40088,高层建筑火灾,hotel,59.4 m,未检索到,未检索到,1.0,,,Twenty-eight 68 mm and 85 mm Katyusha rockets were fired at and struck the hotel,未检索到/待核实,未检索到/待核实,死亡人数：1。Twenty-eight 68 mm and 85 mm Katyusha rockets were fired at and struck the hotel,2003,en.wikipedia.org,C,Baghdad,Hotel,59.4,,True,False,False,False,True,False,False,False,external_disaster_trigger,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5,2003-12-26|33.3406|44.4009,5983.389052744753,8755.454106751462,0.0,0.0,15.35738970711509,21.937835994605848,0.0,completed,,,,,,,legacy_exact_date_geo_match,IRQ,2003.0,0.0,6849.3320080035,68.0521271794625,97.2,26802659.0,,,,,,,,,,
HRF-0012,非洲,Egypt,Cairo,Nasr City high-rise fire and collapse,2004-01-26,开罗Nasr City一栋12层住宅商住楼底层商店起火后发生气瓶爆炸并整体坍塌。,https://elpais.com/internacional/2004/01/27/actualidad/1075158001_850215.html,30.056,31.33,high-rise mixed-use fire and collapse,住宅兼底层商业,12层；原许可约5层,未检索到,1981年建；约7层属违法加建,14.0,40.0,,底层电器/塑料商品店或地下储藏区起火；燃气瓶和其他可燃物随后爆炸,底层大量塑料、气瓶等可燃物推动火势并削弱结构,原建筑仅获批约5层，后违法加建约7层；此前曾有拆除/整改决定未落实，结构和监管失效促成坍塌,12层住宅商用楼在灭火期间坍塌；14人死亡，多数为消防员和警察；约40人受伤，相邻两栋楼疏散,2004,elpais.com,B,Cairo,Residential,,12.0,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5,2004-01-26|30.056|31.33,4663.567332095994,6261.316180183875,0.0,0.0,22.777217796934565,21.935115658596413,0.0,completed,,,,,,,legacy_exact_date_geo_match,EGY,2004.0,0.0,10451.8217511529,42.9255593360476,97.8,79477443.0,,,,,,,,,,
HRF-0013,南美洲,Venezuela,Caracas,Parque Central East Tower fire,2004-10-17,Fire spread from approximately the 34th to the 50th floors of the 56-storey government office tower.,https://news.bbc.co.uk/2/hi/americas/3751790.stm,10.4983,-66.9022,high-rise building fire,政府办公楼,56层；约225米,17,约1983年完工,0.0,25.0,,最终点火原因未确定；起火点在约34层办公区,火势沿通风/竖向路径从34层蔓延至约50层以上,自动喷淋长期维护不良且未正常工作；消防竖管失效，供水和高层内攻受限,约17层严重烧损，火灾持续超过15小时；无死亡，约25人受伤，经济损失巨大,2004,news.bbc.co.uk,B,Caracas,Office/government,225.0,56.0,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5,2004-10-17|10.4983|-66.9022,5250.076391723025,6204.670547409437,0.0,0.0,27.41663574218751,27.186783113479645,0.0,completed,,,,,,,legacy_exact_date_geo_match,VEN,2004.0,0.0,,88.5835546444319,99.1,26340838.0,,,,,,,,,,
HRF-0014,北美洲,United States,"Chicago, Illinois",LaSalle Bank Building fire,2004-12-07,Fire originated on the 29th floor of a 45-storey downtown office tower.,https://www.cbsnews.com/news/37-hurt-in-chicago-skyscraper-fire/,41.881,-87.632,high-rise building fire,office/bank,45 floors; 163.1 m,未检索到,completed 1934; older high-rise,0.0,25.0,,under investigation in contemporary reports,未检索到/待核实,未检索到/待核实,"No deaths; CTIF lists 25 injuries, while CBS/AP reported 37 hurt.",2004,cbsnews.com,B,Chicago,Office/government,163.1,45.0,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5,2004-12-07|41.881|-87.632,3574.853160987709,5787.948671736806,0.0,0.0,9.08789965771291,8.909460725855443,0.0,completed,,,,,,,legacy_exact_date_geo_match,USA,2004.0,0.0,58139.0820195229,79.9960936968363,100.0,292805298.0,336806.0,17.428430609906,21.288219331009543,2.226801185252044,113.71531386020439,302.2808382273475,62.380905608486394,most recent national data reported during 2010-2023,49.0,2feed2884d17906fdc9ebb169b2d6edf40d0365c82aafa2f8693cfa574a1ce5e
HRF-0015,欧洲,United Kingdom,Hertfordshire,Harrow Court fire,2005-02-02,Harrow Court高层建筑火灾；建筑高度记录为 56.1 m。死亡人数：3。Harrow Court fire,https://en.wikipedia.org/wiki/Harrow_Court_fire,,,高层建筑火灾,未检索到,56.1 m,未检索到,未检索到,3.0,,,未检索到/待核实,未检索到/待核实,未检索到/待核实,死亡人数：3。Harrow Court fire,2005,en.wikipedia.org,C,Hertfordshire,Unknown/other,56.1,,False,False,False,False,False,False,False,False,invalid_or_missing_geocode,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5,2005-02-02|nan|nan,,,,,,,,invalid_coordinate_or_date,,,,,,,requires_current_gee,GBR,2005.0,0.0,48304.6753205932,80.4455938127627,100.0,60401206.0,64903.0,3.163181979261359,4.4682064003204784,0.3620787945087284,61.78450919063834,93.21603007565136,2.3140495867768593,most recent national data reported during 2010-2023,49.0,2feed2884d17906fdc9ebb169b2d6edf40d0365c82aafa2f8693cfa574a1ce5e
HRF-0016,欧洲,Spain,"AZCA, Madrid, Community of Madrid, Spain",Windsor Tower fire,2005-02-12,马德里温莎大厦夜间起火，火势沿高层扩展并造成上部楼层局部坍塌。,https://www.madrid.es/portales/munimadrid/es/Inicio/El-Ayuntamiento/Publicaciones/Listado-de-Publicaciones/Incendio-Windsor-2005/?vgnextchannel=f1aebadb6b997010VgnVCM100000dc0ca8c0RCRD&vgnextfmt=default&vgnextoid=4575bba6308b6210VgnVCM2000000c205a0aRCRD,40.4462,-3.692,high-rise office fire,office,106 m / 32 storeys,32,completed 1979; demolished after fire,0.0,,,官方与工程资料通常认为火灾属意外且可能由电气故障触发；精确电气部件仍待查原始调查全文。,火灾在缺少完整喷淋覆盖的上部楼层跨越防火楼板，并造成大范围结构受热损伤。,高层改造期间的消防分隔、喷淋覆盖和结构耐火连续性成为关键问题。,无死亡；大楼严重焚毁并拆除,2005,madrid.es,B,AZCA,Office/government,106.0,32.0,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5,2005-02-12|40.4462|-3.692,4044.8662828548936,6176.468928374063,0.0,0.0,14.58633941890696,15.941699570182776,0.0,completed,,,,,,,legacy_exact_date_geo_match,ESP,2005.0,0.0,43570.7652574033,77.2206801920294,100.0,43653155.0,,,,,,,,,,
HRF-0017,欧洲,Germany,Berlin,Treskowstrasse Pankow Flats fire,2005-04-21,Treskowstrasse Pankow Flats高层建筑外立面火灾。死亡 2，受伤 3；表中记录的受影响楼层为 5。,https://doi.org/10.1007%2F978-1-4939-2898-9_4,52.52437,13.41053,高层建筑外立面火灾,residential,未检索到,5,未检索到,2.0,3.0,,未检索到/待核实,未检索到/待核实,未检索到/待核实,死亡 2，受伤 3；表中记录的受影响楼层为 5。,2005,doi.org,A,Berlin,Residential,,,False,False,False,True,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5,2005-04-21|52.5244|13.4105,1994.0296306085147,3808.634706643014,0.0,0.0,19.519222719180675,20.299615944493173,0.0,completed,,,,,,,legacy_exact_date_geo_match,DEU,2005.0,0.0,51264.8193748941,80.1745168510383,100.0,82469422.0,83020.0,44.77836665863647,49.46278005299928,3.0221633341363527,41.982654781980244,1250.8407612623464,96.64364513196617,most recent national data reported during 2010-2023,49.0,2feed2884d17906fdc9ebb169b2d6edf40d0365c82aafa2f8693cfa574a1ce5e
HRF-0018,亚洲,Iran,Tehran,Tohid Town Residential fire,2005-12-06,Tohid Town Residential高层建筑火灾；建筑高度记录为 33 m。死亡人数：106。Plane crash: 2005 Iranian Air Force C-130 crash,https://www.aljazeera.com/news/2005/12/6/toll-rises-in-iran-military-aircraft-crash,35.69439,51.42151,高层建筑火灾,residential,10层，约33 m,未检索到,未检索到/待核实,106.0,,,伊朗空军C-130运输机坠撞10层住宅楼后引发火灾，属于外部航空事故触发，并非建筑内部起火,航空燃油及撞击导致爆炸和建筑火灾,不适用于一般建筑火灾致因分析；建筑消防系统信息未检索到,106人死亡，其中94人在机上、12人在地面；住宅楼约250名居民受到威胁,2005,aljazeera.com,B,Tehran,Residential,33.0,10.0,True,False,False,False,True,False,False,False,external_disaster_trigger,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5,2005-12-06|35.6944|51.4215,3771.3805022663432,5396.454317523461,0.0,0.0,16.864940336153154,12.000197695447277,0.0,completed,,,,,,,legacy_exact_date_geo_match,IRN,2005.0,0.0,13935.7743087596,67.8708801269531,98.4,71828455.0,64000.0,0.70625,2.03125,0.03125,14.5078125,14.5078125,,most recent national data reported during 2010-2023,49.0,2feed2884d17906fdc9ebb169b2d6edf40d0365c82aafa2f8693cfa574a1ce5e
HRF-0019,亚洲,Kazakhstan,Astana,Transport Tower fire,2006-05-30,Transport Tower高层建筑火灾；建筑高度记录为 112.2 m。死亡人数：0。Fire destroyed upper floors of 34-story government building,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings,51.1801,71.44598,高层建筑火灾,未检索到,112.2 m,未检索到,未检索到,0.0,,,未检索到/待核实,未检索到/待核实,未检索到/待核实,死亡人数：0。Fire destroyed upper floors of 34-story government building,2006,en.wikipedia.org,C,Astana,Unknown/other,112.2,,False,False,False,False,True,False,True,False,compendium_only_source,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5,2006-05-30|51.1801|71.446,86.54317784139225,160.424834116029,2.0,2.47043111029285,32.20391822228066,26.92685662662616,24.7043111029285,completed,,,,,,,legacy_exact_date_geo_match,KAZ,2006.0,0.0,22574.3429577665,54.4137278108953,99.8,16103716.0,20333.0,2.1393793340874443,8.114887129297202,1.8442925293857277,86.06698470466729,297.5458614075641,71.07438016528926,most recent national data reported during 2010-2023,49.0,2feed2884d17906fdc9ebb169b2d6edf40d0365c82aafa2f8693cfa574a1ce5e
HRF-0020,北美洲,United States,"New York City, New York",Belaire Apartments aircraft-impact fire,2006-10-11,A small aircraft struck the 50-storey residential tower and ignited a fire.,https://ctif.org/sites/default/files/2025-08/CTIF_Report30.pdf,40.7684,-73.9557,high-rise building fire,residential,50 floors; 156 m,未检索到,completed 1988,2.0,21.0,,small aircraft collision,未检索到/待核实,未检索到/待核实,2 deaths and 21 injuries listed by CTIF.,2006,ctif.org,C,New York City,Residential,156.0,50.0,True,False,False,False,True,False,False,False,external_disaster_trigger,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5,2006-10-11|40.7684|-73.9557,16859.458597247856,31151.217899171108,0.0,0.0,24.714857908155125,23.05650273724339,0.0,completed,,,,,,,legacy_exact_date_geo_match,USA,2006.0,0.0,60684.3399832539,80.3713066436159,100.0,298379912.0,336806.0,17.428430609906,21.288219331009543,2.226801185252044,113.71531386020439,302.2808382273475,62.380905608486394,most recent national data reported during 2010-2023,49.0,2feed2884d17906fdc9ebb169b2d6edf40d0365c82aafa2f8693cfa574a1ce5e
HRF-0021,亚洲,United Arab Emirates,Dubai,Fortune Tower fire,2007-01-18,"Fortune Tower高层建筑火灾；建筑高度记录为 未列明。死亡人数：4。Occurred during construction, 57 injured",https://gulfnews.com/uae/flame-welding-blamed-for-deadly-tower-blaze-1.159706,25.07725,55.30927,高层建筑火灾,未检索到,在建高层；起火点10层，建筑总层数待核实,未检索到,在建建筑，不适用楼龄,4.0,57.0,,施工人员未获热作许可，在10层使用火焰焊接；燃烧物落到含木材的脚手架并起火,脚手架木材及竖向管井/施工空间促进火势发展,无热作许可证、现场未按热作要求配置灭火器；在建工程管理失效,4人死亡、57人受伤,2007,gulfnews.com,B,Dubai,Unknown/other,,10.0,False,False,True,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5,2007-01-18|25.0772|55.3093,693.6489320250762,889.9087886415679,0.0,0.0,25.98449033394394,27.662903047000366,0.0,completed,,,,,,,legacy_exact_date_geo_match,ARE,2007.0,0.0,87180.6001633546,82.758608500318,100.0,5624635.0,,,,,,,,,,
